,发卡行名称,长度,取值,卡种
666,农业银行,19,623053,借记卡
667,农业银行,19,623056,借记卡
668,农业银行,19,623052,借记卡
669,中国农业银行贷记卡,16,625826,贷记卡
670,中国农业银行贷记卡,16,548478,贷记卡
671,中国农业银行贷记卡,16,544243,贷记卡
672,中国农业银行贷记卡,16,622820,准贷记卡
673,中国农业银行贷记卡,16,622830,准贷记卡
674,中国农业银行贷记卡,16,622838,贷记卡
675,中国农业银行贷记卡,16,625336,贷记卡
676,中国农业银行贷记卡,16,628269,贷记卡
677,中国农业银行贷记卡,16,625653,贷记卡
678,中国农业银行贷记卡,16,628346,贷记卡
679,中国农业银行贷记卡,16,625171,准贷记卡
680,中国农业银行贷记卡,16,625170,贷记卡
681,中国农业银行贷记卡,16,625827,准贷记卡
682,中国农业银行贷记卡,16,62844803,贷记卡
683,中国农业银行贷记卡,16,625818,贷记卡
684,宁波市农业银行,19,620501,借记卡
685,中国银行,19,621660,借记卡
686,中国银行,19,621661,借记卡
687,中国银行,19,621663,借记卡
688,中国银行,19,621667,借记卡
689,中国银行,19,621668,借记卡
690,中国银行,19,621666,借记卡
691,中国银行,16,356833,贷记卡
692,中国银行,16,356835,贷记卡
693,中国银行,16,409665,贷记卡
694,中国银行,16,409666,贷记卡
695,中国银行,16,409668,贷记卡
696,中国银行,16,409669,贷记卡
697,中国银行,16,409670,贷记卡
698,中国银行,16,409671,贷记卡
699,中国银行,16,409672,贷记卡
700,中国银行,19,456351,借记卡
701,中国银行,16,512315,贷记卡
702,中国银行,16,512316,贷记卡
703,中国银行,16,512411,贷记卡
704,中国银行,16,512412,贷记卡
705,中国银行,16,514957,贷记卡
706,中国银行,16,409667,贷记卡
707,中国银行,16,518378,准贷记卡
708,中国银行,16,518379,准贷记卡
709,中国银行,16,518474,准贷记卡
710,中国银行,16,518475,准贷记卡
711,中国银行,16,518476,准贷记卡
712,中国银行,16,438088,贷记卡
713,中国银行,16,524865,准贷记卡
714,中国银行,16,525745,准贷记卡
715,中国银行,16,525746,准贷记卡
716,中国银行,16,547766,准贷记卡
717,中国银行,16,552742,贷记卡
718,中国银行,16,553131,贷记卡
719,中国银行,16,558868,准贷记卡
720,中国银行,16,514958,贷记卡
721,中国银行,16,622752,准贷记卡
722,中国银行,16,622753,准贷记卡
723,中国银行,16,622755,准贷记卡
724,中国银行,16,524864,准贷记卡
725,中国银行,16,622757,准贷记卡
726,中国银行,16,622758,准贷记卡
727,中国银行,16,622759,准贷记卡
728,中国银行,16,622760,贷记卡
729,中国银行,16,622761,准贷记卡
730,中国银行,16,622762,准贷记卡
731,中国银行,16,622763,准贷记卡
732,中国银行,19,601382,借记卡
733,中国银行,16,622756,准贷记卡
734,中国银行,16,628388,贷记卡
735,中国银行,19,621256,借记卡
736,中国银行,19,621212,借记卡
737,中国银行,16,620514,预付费卡
738,中国银行,16,622754,准贷记卡
739,中国银行,16,518377,贷记卡
740,中国银行,16,622788,贷记卡
741,中国银行,19,621283,借记卡
742,中国银行,19,620061,借记卡
743,中国银行,19,621725,借记卡
744,中国银行,19,620040,预付费卡
745,中国银行,16,558869,准贷记卡
746,中国银行,19,621330,借记卡
747,中国银行,19,621331,借记卡
748,中国银行,19,621332,借记卡
749,中国银行,19,621333,借记卡
750,中国银行,19,621297,借记卡
751,中国银行,15,377677,准贷记卡
752,中国银行,19,621568,借记卡
753,中国银行,19,621569,借记卡
754,中国银行,16,625905,准贷记卡
755,中国银行,16,625906,准贷记卡
756,中国银行,16,625907,准贷记卡
757,中国银行,16,628313,贷记卡
758,中国银行,16,625333,准贷记卡
759,中国银行,16,628312,贷记卡
760,中国银行,19,623208,借记卡
761,中国银行,19,621620,借记卡
762,中国银行,19,621756,借记卡
763,中国银行,19,621757,借记卡
764,中国银行,19,621758,借记卡
765,中国银行,19,621759,借记卡
766,中国银行,19,621785,借记卡
767,中国银行,19,621786,借记卡
768,中国银行,19,621787,借记卡
769,中国银行,19,621788,借记卡
770,中国银行,19,621789,借记卡
771,中国银行,19,621790,借记卡
772,中国银行,19,621672,借记卡
773,中国银行,16,625337,准贷记卡
774,中国银行,16,625338,准贷记卡
775,中国银行,16,625568,准贷记卡
776,中国银行,19,621669,借记卡
777,中国银行,19,621662,借记卡
778,中国银行,19,623571,借记卡
779,中国银行,19,623572,借记卡
780,中国银行,19,623575,借记卡
781,中国银行,19,623263,借记卡
782,中国银行,19,623184,借记卡
783,中国银行,19,623569,借记卡
784,中国银行,19,623586,借记卡
785,中国银行,16,625834,准贷记卡
786,中国银行,19,623573,借记卡
787,中国银行,19,621665,借记卡
788,中国银行,19,627025,借记卡
789,中国银行,19,627026,借记卡
790,中国银行,19,627027,借记卡
791,中国银行,19,627028,借记卡
792,中国银行,16,625908,准贷记卡
793,中国银行,16,625909,准贷记卡
794,中国银行,16,625910,准贷记卡
795,中国银行,16,62844802,贷记卡
796,中国银行,16,622764,准贷记卡
797,中国银行,16,622765,准贷记卡
798,中国银行（澳大利亚）,16,620025,预付费卡
799,中国银行（澳大利亚）,16,620026,预付费卡
800,中国银行金边分行,16,621648,借记卡
801,中国银行澳门分行,19,622771,借记卡
802,中国银行澳门分行,19,622772,借记卡
803,中国银行澳门分行,19,622770,借记卡
804,中国银行澳门分行,19,620531,预付费卡
805,中国银行澳门分行,16,620210,预付费卡
806,中国银行澳门分行,16,620211,预付费卡
807,中国银行澳门分行,16,622479,贷记卡
808,中国银行澳门分行,16,622480,贷记卡
809,中国银行澳门分行,19,622273,借记卡
810,中国银行澳门分行,19,622274,借记卡
811,中国银行澳门分行,16,622380,贷记卡
812,中国银行澳门分行,16,626200,贷记卡
813,中国银行,16,620019,预付费卡
814,中国银行,16,620035,预付费卡
815,中行新加坡分行,16,622789,贷记卡
816,中国银行胡志明分行,16,621638,借记卡
817,中国银行曼谷分行,16,621334,借记卡
818,中国银行曼谷分行,16,625140,贷记卡
819,中国银行曼谷分行,16,621395,借记卡
820,中行宁波分行,19,620513,预付费卡
821,建设银行,18,5453242,贷记卡
822,建设银行,18,5491031,贷记卡
823,建设银行,18,5544033,贷记卡
824,建设银行,16,622725,准贷记卡
825,建设银行,16,622728,准贷记卡
826,建设银行,19,621284,借记卡
827,建设银行,16,421349,借记卡
828,建设银行,16,434061,借记卡
829,建设银行,16,434062,借记卡
830,建设银行,16,436728,准贷记卡
831,建设银行,19,436742,借记卡
832,建设银行,16,453242,准贷记卡
833,建设银行,16,491031,准贷记卡
834,建设银行,16,524094,借记卡
835,建设银行,16,526410,借记卡
836,建设银行,16,53242,准贷记卡
837,建设银行,16,53243,准贷记卡
838,建设银行,16,544033,准贷记卡
839,建设银行,16,552245,借记卡
840,建设银行,19,589970,借记卡
841,建设银行,19,620060,借记卡
842,建设银行,16,621080,借记卡
843,建设银行,19,621081,借记卡
844,建设银行,16,621466,借记卡
845,建设银行,19,621467,借记卡
846,建设银行,16,621488,借记卡
847,建设银行,16,621499,借记卡
848,建设银行,19,621598,借记卡
849,建设银行,19,621621,借记卡
850,建设银行,19,621700,借记卡
851,建设银行,19,622280,借记卡
852,建设银行,19,622700,借记卡
853,建设银行,16,622707,准贷记卡
854,建设银行,16,622966,借记卡
855,建设银行,16,622988,借记卡
856,建设银行,16,625955,准贷记卡
857,建设银行,16,625956,准贷记卡
858,建设银行,18,553242,贷记卡
859,建设银行,16,621082,借记卡
860,建设银行,16,623251,借记卡
861,建设银行,16,62844800,贷记卡
862,中国建设银行,19,621673,借记卡
863,中国建设银行,19,623211,借记卡
864,中国建设银行,19,623668,借记卡
865,中国建设银行,19,623094,借记卡
866,中国建设银行,19,623669,借记卡
867,LLC Bank ,16,6233670,借记卡
868,LLC Bank ,16,6233671,借记卡
869,LLC Bank ,16,6233672,借记卡
870,LLC Bank ,16,6233673,借记卡
871,LLC Bank ,16,6233674,借记卡
872,LLC Bank ,16,6233675,借记卡
873,LLC Bank ,16,6234340,借记卡
874,LLC Bank ,16,6234341,借记卡
875,LLC Bank ,16,6234342,借记卡
876,LLC Bank ,16,6234343,借记卡
877,LLC Bank ,16,6234344,借记卡
878,LLC Bank ,16,6234345,借记卡
879,建行厦门分行,19,436742193,借记卡
880,建行厦门分行,19,622280193,借记卡
881,中国建设银行,16,356896,贷记卡
882,中国建设银行,16,356899,贷记卡
883,中国建设银行,16,356895,贷记卡
884,中国建设银行,16,436718,贷记卡
885,中国建设银行,16,436738,贷记卡
886,中国建设银行,16,436745,贷记卡
887,中国建设银行,16,436748,贷记卡
888,中国建设银行,16,489592,贷记卡
889,中国建设银行,16,531693,贷记卡
890,中国建设银行,16,532450,贷记卡
891,中国建设银行,16,532458,贷记卡
892,中国建设银行,16,544887,贷记卡
893,中国建设银行,16,552801,贷记卡
894,中国建设银行,16,557080,贷记卡
895,中国建设银行,16,558895,贷记卡
896,中国建设银行,16,559051,贷记卡
897,中国建设银行,16,622166,贷记卡
898,中国建设银行,16,622168,贷记卡
899,中国建设银行,16,622708,贷记卡
900,中国建设银行,16,625964,贷记卡
901,中国建设银行,16,625965,贷记卡
902,中国建设银行,16,625966,贷记卡
903,中国建设银行,16,628266,贷记卡
904,中国建设银行,16,628366,贷记卡
905,中国建设银行,16,625362,贷记卡
906,中国建设银行,16,625363,贷记卡
907,中国建设银行,16,628316,贷记卡
908,中国建设银行,16,628317,贷记卡
909,交通银行,19,620021,预付费卡
910,交通银行,19,620521,预付费卡
911,交通银行,17,405512,借记卡
912,交通银行,16,49104,贷记卡
913,交通银行,16,53783,贷记卡
914,交通银行,17,601428,借记卡
915,交通银行,17,405512,借记卡
916,交通银行,16,434910,贷记卡
917,交通银行,16,458123,贷记卡
918,交通银行,16,458124,贷记卡
919,交通银行,16,49104,贷记卡
920,交通银行,16,520169,贷记卡
921,交通银行,16,522964,贷记卡
922,交通银行,16,53783,贷记卡
923,交通银行,17,601428,借记卡
924,交通银行,16,622250,贷记卡
925,交通银行,16,622251,贷记卡
926,交通银行,16,521899,贷记卡
927,交通银行,16,622254,准贷记卡
928,交通银行,16,622255,准贷记卡
929,交通银行,16,622256,准贷记卡
930,交通银行,16,622257,准贷记卡
931,交通银行,17,622258,借记卡
932,交通银行,17,622259,借记卡
933,交通银行,16,622253,贷记卡
934,交通银行,19,622261,借记卡
935,交通银行,16,622284,准贷记卡
936,交通银行,16,622656,贷记卡
937,交通银行,16,628216,贷记卡
938,交通银行,16,622252,贷记卡
939,交通银行,17,66405512,借记卡
940,交通银行,16,6649104,贷记卡
941,交通银行,19,622260,借记卡
942,交通银行,17,66601428,借记卡
943,交通银行,16,955590,贷记卡
944,交通银行,16,955591,贷记卡
945,交通银行,16,955592,贷记卡
946,交通银行,16,955593,贷记卡
947,交通银行,16,6653783,贷记卡
948,交通银行,16,628218,贷记卡
949,交通银行,19,622262,借记卡
950,交通银行,19,623261,借记卡
951,交通银行,16,622285,准贷记卡
952,交通银行香港分行,19,621069,借记卡
953,交通银行香港分行,16,620013,借记卡
954,交通银行香港分行,16,625028,贷记卡
955,交通银行香港分行,16,625029,贷记卡
956,交通银行香港分行,19,621436,借记卡
957,交通银行香港分行,19,621002,借记卡
958,交通银行澳门分行,19,621335,借记卡
959,中信银行,16,433670,借记卡
960,中信银行,16,433680,借记卡
961,中信银行,16,442729,借记卡
962,中信银行,16,442730,借记卡
963,中信银行,16,620082,借记卡
964,中信银行,16,622690,借记卡
965,中信银行,16,622691,借记卡
966,中信银行,16,622692,借记卡
967,中信银行,16,622696,借记卡
968,中信银行,16,622698,借记卡
969,中信银行,16,622998,借记卡
970,中信银行,16,433671,借记卡
971,中信银行,16,968807,借记卡
972,中信银行,16,968808,借记卡
973,中信银行,16,968809,借记卡
974,中信银行,16,621771,借记卡
975,中信银行,16,621767,借记卡
976,中信银行,16,621768,借记卡
977,中信银行,16,621770,借记卡
978,中信银行,16,621772,借记卡
979,中信银行,16,621773,借记卡
980,中信银行,19,620527,借记卡
981,中信银行,16,621769,借记卡
982,中信银行,16,623280,借记卡
983,中信银行,19,622999,借记卡
984,光大银行,16,303,借记卡
985,光大银行,16,356837,贷记卡
986,光大银行,16,356838,贷记卡
987,光大银行,16,486497,贷记卡
988,光大银行,16,622660,借记卡
989,光大银行,16,622662,借记卡
990,光大银行,16,622663,借记卡
991,光大银行,16,622664,借记卡
992,光大银行,16,622665,借记卡
993,光大银行,16,622666,借记卡
994,光大银行,16,622667,借记卡
995,光大银行,16,622669,借记卡
996,光大银行,16,622670,借记卡
997,光大银行,16,622671,借记卡
998,光大银行,16,622672,借记卡
999,光大银行,16,622668,借记卡
1000,光大银行,16,622661,借记卡
1001,光大银行,16,622674,借记卡
1002,光大银行,16,90030,借记卡
1003,光大银行,16,622673,借记卡
1004,光大银行,16,620518,借记卡
1005,光大银行,16,621489,借记卡
1006,光大银行,16,621492,借记卡
1007,光大银行,19,620535,借记卡
1008,光大银行,16,623156,借记卡
1009,光大银行,16,621490,借记卡
1010,光大银行,16,621491,借记卡
1011,光大银行,16,620085,借记卡
1012,光大银行,16,623155,借记卡
1013,光大银行,16,623157,借记卡
1014,光大银行,16,623158,借记卡
1015,光大银行,16,623159,借记卡
1016,光大银行,16,623253,借记卡
1017,华夏银行,16,999999,借记卡
1018,华夏银行,16,621222,借记卡
1019,华夏银行,16,623020,借记卡
1020,华夏银行,16,623021,借记卡
1021,华夏银行,16,623022,借记卡
1022,华夏银行,16,623023,借记卡
